enrolment_id,total_interaction_percent,total_attendance_percent,topic_one_percent,topic_two_percent,topic_three_percent,topic_four_percent,total_assessment_score_percent,gpa
7015465,34,60,60,55,99,38,53,4
9762217,51,72,58,35,8,80,57,4
5124067,37,37,10,98,80,34,44,2
7191600,47,55,56,87,54,56,54,4
8151694,39,28,42,83,94,76,45,3
8515315,57,31,70,28,34,1,41,2
5430900,73,43,18,33,20,54,50,4
7758076,51,60,4,62,28,3,43,2
9963794,17,67,35,80,58,31,45,3
5075670,51,54,81,82,65,87,60,4
7316413,32,31,68,28,47,3,31,2
7428030,47,78,69,97,75,44,66,5
8659941,57,36,39,18,85,93,50,4
5836915,82,55,49,86,80,42,70,5
5947181,50,47,56,2,19,61,45,3
8658691,43,42,55,29,87,82,50,4
9140996,85,43,78,76,73,1,59,4
6642396,55,26,98,64,65,97,56,4
8594265,22,35,78,53,33,71,38,2
9345190,54,43,96,92,33,66,52,4
9979451,81,58,45,17,69,48,62,4
6384531,49,38,55,84,55,85,51,4
6694628,50,49,17,54,96,39,49,3
9923124,17,44,5,37,32,22,28,2
5182297,69,55,62,18,4,50,53,4
6171367,45,57,15,93,69,55,55,4
9585905,80,72,81,10,11,24,60,4
5190076,93,36,46,78,9,51,59,4
5894345,38,73,65,92,73,24,62,4
7411930,61,55,64,5,58,90,55,4
9947537,85,37,11,55,65,72,59,4
6581893,39,53,84,66,22,24,50,4
6725717,92,58,59,0,22,23,59,4
9952458,64,37,86,64,12,16,51,4
7796855,18,32,22,42,59,49,34,2
8427698,76,64,61,44,67,19,61,4
9546946,45,53,72,75,64,72,57,4
8735218,51,55,66,89,73,74,63,4
8836895,92,38,25,37,6,32,48,3
9396304,32,56,15,59,0,24,38,2
5553033,57,50,99,74,5,75,57,4
7766857,38,47,49,10,81,60,41,2
7905090,41,56,59,9,54,3,42,2
8458166,62,50,85,28,84,17,55,4
5021822,55,53,11,4,41,75,45,3
5440798,78,60,7,74,71,15,59,4
9395931,70,52,93,30,30,63,61,4
5848750,30,39,13,60,62,53,38,2
8484211,70,68,38,13,90,7,58,4
9046576,72,34,45,26,48,38,47,3
9583657,73,42,88,45,88,13,60,4
5042884,31,29,31,64,51,34,34,2
5199103,70,55,20,34,92,25,53,4
9476605,55,31,57,5,99,83,49,3
5256697,38,56,61,30,79,21,44,2
8052552,29,39,63,38,3,96,38,2
9410305,58,56,0,22,1,92,47,3
6899749,54,42,30,16,56,53,44,2
7183105,58,49,19,70,77,9,49,3
8381316,51,47,81,39,49,98,56,4
9555273,50,36,87,69,38,93,55,4
5151407,46,53,17,14,69,66,44,2
6426424,39,38,86,58,96,76,55,4
9395877,58,32,60,29,80,77,49,3
6143795,9,38,25,25,2,83,24,2
6993129,34,34,34,47,68,54,39,2
9507144,68,46,12,32,23,38,45,3
5498877,56,35,81,30,90,93,57,4
7189148,54,66,23,7,58,70,56,4
7554691,53,55,90,6,58,17,49,3
9422056,50,42,94,65,62,19,51,4
5516798,77,63,30,32,20,77,57,4
6915481,66,53,10,37,15,49,45,3
8308894,51,61,14,56,3,18,42,2
8443155,44,36,69,40,9,96,47,3
6306453,58,57,10,75,29,13,50,4
6417780,59,49,0,88,54,21,50,4
6908958,56,31,72,34,96,42,50,4
5612685,44,33,50,54,81,90,49,3
8599281,64,36,76,32,63,16,47,3
9421522,54,36,93,5,78,24,49,3
6452641,43,44,48,70,17,79,48,3
7657084,41,69,97,5,50,94,59,4
7742919,23,51,82,39,72,41,45,3
7851220,50,72,89,87,63,72,67,5
6147824,57,58,84,13,85,67,61,4
7651370,68,65,19,11,94,31,55,4
7718991,54,55,55,20,77,16,47,3
9299653,69,35,90,58,35,3,51,4
5853381,55,48,34,6,71,78,49,3
6732912,54,54,78,91,89,67,62,4
8421210,17,52,15,20,20,79,34,2
5606183,53,73,16,37,67,61,58,4
9282622,18,42,35,46,96,72,38,2
9549681,55,69,29,8,49,84,55,4
9841510,16,43,58,19,68,73,39,2
5556221,54,51,6,58,30,42,44,2
5614789,78,42,91,78,58,53,61,4
6877182,44,45,53,67,42,77,50,4
8715362,50,57,10,20,47,0,44,2
5065680,65,65,46,42,67,63,60,4
6432193,65,26,5,27,48,24,37,2
9139449,38,38,81,85,18,90,49,3
6730318,72,48,36,83,31,94,62,4
7919842,59,24,0,22,74,22,36,2
9602855,76,28,97,50,29,49,53,4
5485552,50,54,47,0,38,61,44,2
8483710,3,61,47,18,87,31,34,2
9835932,70,72,2,78,69,60,64,4
6541241,37,48,11,15,88,4,38,2
6760799,56,54,60,97,88,15,58,4
7295030,35,70,75,64,59,41,57,4
8423492,30,42,16,32,47,67,37,2
5665227,16,49,86,62,44,57,42,2
6572483,22,18,2,67,31,3,17,1
6680426,33,67,18,79,36,69,49,3
7891050,35,63,90,70,99,24,54,4
6993392,21,56,31,15,54,84,43,2
8119604,39,63,89,30,1,75,50,4
9353447,81,38,84,99,86,19,64,4
5392788,90,67,37,63,91,29,71,5
5736391,36,42,87,49,13,35,38,2
6315159,83,43,66,88,26,14,58,4
9886873,59,45,49,37,35,51,50,4
5649854,59,47,68,15,26,40,48,3
5760067,15,50,42,86,22,82,42,2
5857575,32,59,95,37,19,57,47,3
7169376,34,49,60,52,58,79,46,3
5495694,36,46,76,31,73,95,49,3
8114446,56,75,91,85,84,2,63,4
8548133,58,44,97,80,97,49,56,4
9122389,86,33,46,54,37,44,54,4
7399912,52,43,92,71,7,67,50,4
7509384,49,51,24,9,54,88,47,3
9188910,9,53,50,84,42,89,42,2
5677065,50,45,6,22,27,91,43,2
7998687,48,49,87,95,45,45,53,4
8169561,42,54,41,24,47,92,45,3
7200711,63,26,14,27,6,38,37,2
8441435,47,34,61,49,60,89,51,4
8532448,70,37,61,93,90,75,63,4
5710398,33,48,98,15,57,81,46,3
5853210,82,18,57,84,67,16,53,4
6167594,68,47,64,89,38,90,60,4
8790761,81,36,31,75,78,99,61,4
6559176,68,68,72,85,15,41,64,4
8615246,48,51,57,49,49,67,50,4
9023722,69,46,34,53,12,47,52,4
5668589,51,52,44,16,42,25,42,2
6417751,56,38,25,89,45,42,52,4
9513022,63,37,34,43,97,34,48,3
9863082,84,70,51,84,33,58,70,5
5526242,33,58,36,42,26,54,43,2
6279330,26,42,9,40,29,37,33,2
7297872,44,50,48,82,77,46,52,4
7537290,51,22,85,27,90,70,51,4
9054956,37,28,39,35,78,27,35,2
9854639,58,55,31,56,97,59,57,4
8656805,54,70,80,48,42,85,62,4
8852403,41,42,3,10,16,96,38,2
9552455,20,49,25,88,1,72,38,2
5941094,58,65,1,28,40,53,51,4
6510628,95,38,96,66,49,1,60,4
7594688,25,42,32,68,9,30,32,2
8164681,36,50,6,97,19,10,36,2
6199954,88,45,69,69,57,7,62,4
6420434,94,55,45,9,67,11,63,4
9837708,52,44,24,3,98,39,43,2
5764876,58,12,22,54,94,34,38,2
6415621,92,54,31,19,4,46,54,4
7947340,83,34,71,2,21,55,49,3
6184397,39,53,15,7,53,21,40,2
7442736,71,57,92,96,97,48,72,5
8170139,64,48,36,12,30,88,54,4
9142288,95,86,42,82,31,14,71,5
5427899,69,52,86,22,43,48,57,4
5887214,84,47,27,3,33,7,50,4
7195818,52,61,29,29,16,31,46,3
7438859,60,62,87,57,85,43,62,4
5582582,42,41,39,42,6,66,40,2
6161085,64,57,84,3,98,78,61,4
7209343,82,62,24,91,13,76,64,4
9947722,74,84,92,68,65,84,79,6
7176004,16,50,70,90,41,23,37,2
8059020,38,41,17,30,83,25,37,2
8662770,57,52,2,34,21,53,46,3
6109883,54,77,27,1,48,62,56,4
7095083,43,49,27,27,26,9,39,2
7816429,100,50,89,96,89,59,78,6
8028576,55,52,48,55,8,39,47,3
5139244,50,39,40,89,10,14,42,2
6289267,57,43,47,42,1,54,46,3
8902403,23,40,8,86,0,99,37,2
8940123,43,58,90,59,42,90,60,4
5407771,62,78,5,31,12,83,58,4
5533068,79,51,26,70,81,14,58,4
6298777,57,41,2,86,31,33,42,2
9089231,49,36,13,46,46,59,45,3
7430293,28,46,41,11,68,50,37,2
7756577,82,36,27,24,42,80,57,4
9444442,53,65,6,31,4,68,47,3
7485263,66,34,57,19,72,49,48,3
9298266,30,45,63,47,71,59,42,2
9705253,33,43,30,31,92,35,38,2
5530924,70,41,70,98,47,45,59,4
6788663,85,48,98,37,81,64,64,4
9185132,66,52,11,50,6,71,49,3
6544131,27,47,46,93,59,47,45,3
7571443,63,44,53,36,57,23,48,3
8424662,72,83,6,34,5,63,60,4
5319789,88,30,25,77,34,41,56,4
5554032,46,31,25,1,48,59,36,2
8072591,35,48,47,2,88,37,42,2
7539654,23,47,50,64,13,68,39,2
8456253,53,45,79,23,92,98,60,4
9195599,17,50,2,82,71,72,41,2
9727835,67,60,72,75,43,48,61,4
5356304,46,47,54,23,54,18,43,2
6338506,5,58,33,59,18,52,31,2
9241977,61,78,82,46,70,84,68,5
6381091,47,64,97,21,84,80,60,4
6842320,78,73,2,27,32,9,56,4
7590623,49,67,32,62,87,10,53,4
8235089,38,48,95,93,28,75,49,3
5939559,54,44,43,56,44,67,51,4
6712252,85,36,0,26,27,65,53,4
8156706,31,50,23,4,17,19,31,2
8986807,68,66,4,34,3,35,51,4
5414911,56,41,97,65,70,74,57,4
6515343,15,43,62,25,73,70,34,2
7830479,62,55,81,22,99,65,61,4
8903982,89,69,71,99,33,12,70,5
5405186,68,51,86,53,61,75,60,4
6060914,48,47,70,7,87,15,49,3
7972623,54,58,81,64,64,51,60,4
9823839,66,60,25,72,17,27,52,4
5474570,40,51,53,57,76,76,50,4
6752359,81,67,1,36,54,57,62,4
8301418,77,35,18,50,21,42,48,3
5453680,52,67,97,78,13,76,58,4
5537133,30,53,8,32,35,30,37,2
6124464,48,47,84,60,22,64,53,4
9781149,40,37,63,6,88,65,45,3
6294583,58,54,4,64,8,61,49,3
6816732,29,42,6,34,9,17,27,2
6873480,81,50,80,26,59,43,60,4
5117142,36,58,91,64,16,59,52,4
6395067,95,24,42,23,62,10,50,4
6424486,48,45,7,61,38,37,42,2
9226493,62,43,53,63,3,88,51,4
5070615,86,80,51,49,87,94,77,6
5516135,24,43,24,12,79,63,36,2
9567371,72,45,45,81,12,43,56,4
5866970,41,44,59,14,81,68,43,2
6408030,58,53,22,89,54,53,57,4
6952473,62,44,14,73,93,38,55,4
9434979,73,49,7,61,51,2,50,4
7581544,21,67,48,79,95,85,55,4
9135088,47,54,89,1,74,15,50,4
9335996,45,55,69,25,13,13,41,2
9417097,76,60,78,44,28,85,62,4
5110424,61,55,41,11,50,22,47,3
5551382,44,48,12,60,40,44,41,2
8188367,11,60,83,76,80,24,45,3
5128655,80,24,99,20,14,96,55,4
8037206,68,70,26,76,79,93,68,5
9249075,50,61,76,68,29,28,51,4
9920609,34,38,50,73,39,46,40,2
5061360,35,38,39,35,77,1,39,2
7803352,83,52,13,8,52,47,56,4
8690463,46,44,53,71,7,19,43,2
9415338,26,33,81,42,73,5,37,2
6078694,24,51,94,19,5,24,36,2
8120532,32,60,73,73,18,11,42,2
9111776,8,69,82,50,7,70,45,3
5843433,95,55,94,7,21,70,68,5
6472013,74,43,29,6,97,29,52,4
7745252,49,36,31,30,12,83,39,2
9947547,65,32,81,18,30,12,43,2
5032549,48,42,56,97,24,95,56,4
5417815,68,60,24,76,88,12,63,4
8447899,54,54,80,66,53,74,55,4
6997973,66,15,36,76,8,41,41,2
7163368,67,44,22,57,13,75,46,3
8252450,77,57,31,71,22,19,54,4
5761031,44,55,82,87,70,22,54,4
6710174,39,71,18,98,35,51,53,4
7425068,75,46,48,24,1,80,53,4
8083401,67,29,36,40,45,99,50,4
5290760,30,25,94,51,64,59,41,2
7191288,36,43,22,45,21,60,38,2
8450868,68,54,76,47,3,11,52,4
6284396,49,53,11,92,28,59,49,3
6938958,52,62,99,58,13,78,62,4
7253527,56,58,3,81,32,67,53,4
5238020,44,79,30,24,13,90,58,4
6493446,69,35,49,46,28,59,52,4
7676400,38,55,13,23,17,50,43,2
7339440,41,37,27,66,95,1,42,2
7677000,98,48,59,50,49,15,65,5
9185418,31,61,92,48,41,87,51,4
9683007,23,36,95,52,49,27,37,2
7317600,5,70,23,80,87,92,46,3
7675093,27,25,58,34,97,29,40,2
9543686,18,67,77,6,48,29,39,2
5577809,15,63,95,0,67,15,41,2
7411819,20,53,60,88,83,13,43,2
7664766,53,72,69,97,89,71,66,5
9907969,25,54,59,15,42,49,38,2
6627482,49,37,40,25,73,53,44,2
6852507,78,24,26,32,27,21,42,2
8175767,60,50,87,11,33,52,53,4
8826183,22,40,49,42,83,40,40,2
7009185,76,48,99,8,6,36,54,4
8204984,80,47,7,10,62,47,50,4
8247913,49,27,48,88,12,28,39,2
7695449,43,40,79,31,45,64,48,3
7939495,59,67,77,17,0,45,57,4
8386383,54,44,31,55,41,77,44,2
8790466,50,43,93,64,71,73,61,4
5353639,84,49,38,45,74,5,54,4
5451192,28,57,36,60,3,13,36,2
8183069,17,51,67,5,3,27,31,2
5612443,16,69,87,86,7,0,47,3
6669125,32,40,52,59,12,84,39,2
7087061,60,58,14,82,68,37,57,4
8407045,83,47,78,93,26,8,57,4
5356381,31,42,68,23,59,49,36,2
6609628,64,52,42,58,23,89,55,4
7482933,39,35,32,75,8,61,38,2
5185927,83,54,95,97,7,8,60,4
7051495,88,41,73,0,42,7,53,4
8144671,30,51,56,40,77,8,42,2
9559738,21,35,34,17,11,41,27,2
5849671,55,27,78,17,39,57,42,2
8102156,14,43,59,86,97,88,46,3
9678275,64,73,7,51,4,43,54,4
5037129,52,61,79,69,67,41,59,4
7705458,56,49,40,34,48,47,51,4
9958586,68,59,75,15,65,10,60,4
6246365,45,74,28,89,91,99,65,5
6725115,43,57,18,84,58,93,56,4
9472247,22,44,35,95,64,35,42,2
6071671,40,52,40,92,49,23,43,2
6712709,32,52,27,97,51,82,50,4
8185720,26,67,65,14,83,99,53,4
8882397,26,62,23,94,89,58,49,3
5504258,58,67,17,85,29,10,55,4
6213091,11,46,64,38,9,70,30,2
6284831,49,42,39,86,79,93,56,4
5485990,60,30,1,52,75,26,42,2
5709809,87,50,76,73,76,83,72,5
6629288,34,49,47,90,4,64,43,2
6067445,41,44,78,12,8,81,44,2
7500876,31,47,50,39,97,14,45,3
9737791,76,54,63,80,62,54,66,5
5740713,53,59,96,52,46,77,60,4
8884895,48,44,98,28,88,94,56,4
9742667,23,69,80,42,19,88,48,3
5864969,23,51,65,73,29,88,46,3
6264763,8,24,64,90,82,44,35,2
8519860,61,58,69,65,70,26,61,4
9457986,46,39,69,85,19,52,47,3
6425096,85,63,87,60,3,20,63,4
6761189,59,46,56,65,82,26,53,4
8990654,63,50,65,56,48,68,59,4
5656756,68,35,39,64,35,54,53,4
6019709,44,63,67,15,84,82,55,4
6028081,44,49,89,47,27,20,47,3
6845430,43,70,67,86,86,45,58,4
5945461,38,53,88,80,46,73,54,4
7309919,16,26,61,3,94,24,31,2
7343165,65,43,26,34,98,38,53,4
6440777,85,51,87,85,60,85,75,6
7416374,79,55,97,55,25,59,68,5
8904010,37,61,74,22,91,6,49,3
7197799,53,74,19,10,53,99,57,4
7365258,88,48,7,43,93,59,62,4
9468604,39,73,19,69,90,60,54,4
5262139,71,49,70,96,9,52,59,4
6362216,62,64,62,82,89,57,69,5
7127627,62,49,53,22,69,4,49,3
5434024,86,34,69,47,22,98,59,4
9002413,59,46,67,24,23,2,46,3
9101360,20,35,63,86,8,46,35,2
5120109,94,54,9,44,13,7,58,4
5401293,17,29,22,78,75,94,35,2
7067400,51,50,85,75,67,18,55,4
7499744,52,37,21,95,33,40,48,3
8052943,41,32,48,39,47,35,36,2
9593919,80,34,39,10,99,43,52,4
5484491,53,38,52,20,30,49,43,2
5803806,44,35,51,13,89,13,42,2
9998741,15,33,13,19,90,50,34,2
5228791,51,46,98,27,93,83,60,4
6953683,21,50,81,34,42,63,40,2
7629936,40,45,55,18,91,14,40,2
6315786,33,48,45,8,88,11,38,2
6766529,12,46,64,18,97,44,39,2
7637059,60,61,50,87,21,49,59,4
7646560,34,70,26,26,60,69,48,3
7945621,51,32,78,99,92,47,55,4
9535950,37,54,89,45,75,95,56,4
5548336,17,38,36,89,6,61,31,2
7772688,29,40,70,53,18,42,38,2
9503226,70,37,43,50,31,43,48,3
5448149,15,50,73,81,26,38,36,2
8191147,56,57,78,62,15,89,59,4
9977043,54,45,74,35,23,5,45,3
5363288,40,34,24,60,30,4,36,2
5429881,44,49,88,48,94,46,53,4
6565419,68,67,9,85,13,34,58,4
5323824,58,46,50,48,33,13,47,3
8936614,51,54,70,97,77,46,61,4
9639658,18,61,64,91,60,16,48,3
6339814,73,68,67,1,43,82,62,4
7949049,82,53,18,96,13,57,57,4
8498745,20,48,7,74,17,85,36,2
6464351,33,30,39,71,92,65,43,2
8885136,56,66,85,21,14,72,54,4
9419700,66,50,44,21,32,74,52,4
6223026,20,52,27,64,79,74,42,2
7991861,61,46,60,98,90,83,64,4
9120835,60,24,12,35,45,70,43,2
6304395,43,46,84,2,47,64,46,3
6546244,61,61,89,32,20,80,61,4
9314937,28,39,82,84,56,15,42,2
5331046,45,55,22,3,39,38,39,2
5341091,12,49,56,97,73,4,37,2
6466818,35,66,79,56,41,42,50,4
7559013,70,54,58,54,82,87,63,4
6320798,45,29,26,69,16,2,32,2
7143771,71,65,72,57,20,50,63,4
9032976,56,44,64,18,23,98,49,3
9577054,37,59,56,25,44,27,44,2
6109633,59,66,76,69,27,10,58,4
7503790,31,33,84,90,80,39,49,3
9139817,58,36,57,98,74,20,53,4
5610922,42,58,46,33,40,82,50,4
6568812,92,49,69,83,90,46,69,5
6943241,71,50,46,20,45,63,55,4
8922707,76,51,74,45,71,78,65,5
5915701,41,59,71,55,11,37,47,3
7573063,50,54,77,87,85,58,57,4
9158584,67,35,87,12,85,89,54,4
9169258,51,52,85,37,26,36,50,4
6731569,40,47,3,87,96,58,50,4
8012448,67,42,10,83,29,13,50,4
8881122,53,39,84,37,86,13,50,4
6646807,45,57,5,83,57,77,53,4
7761082,63,32,28,14,68,88,49,3
9310463,78,61,42,66,10,91,63,4
9948613,93,72,15,25,42,52,67,5
6280597,59,31,56,65,5,9,41,2
6781895,66,31,65,21,12,26,43,2
9171193,54,53,65,2,59,56,49,3
6175345,19,48,91,3,80,90,44,2
7826359,61,46,86,50,67,4,50,4
8376034,45,49,15,74,53,78,48,3
9575242,10,49,28,21,78,35,29,2
6040352,39,59,30,22,12,35,39,2
7295847,39,50,35,84,32,91,51,4
8434842,6,56,65,95,81,15,43,2
8566761,53,43,46,16,34,91,48,3
6200612,26,46,27,37,48,21,33,2
7561077,71,41,66,74,33,88,61,4
8965599,81,45,79,20,60,80,63,4
5909969,6,65,21,37,40,43,38,2
6998246,38,61,62,48,52,57,54,4
7337298,69,40,57,96,26,82,55,4
9773476,59,70,41,22,71,64,58,4
7985195,59,39,30,59,35,53,49,3
9348604,60,58,68,69,87,57,61,4
9815835,50,48,94,2,39,50,50,4
7219480,41,33,53,82,42,33,39,2
7657335,66,72,82,73,81,79,71,5
7840995,60,44,92,54,25,50,52,4
8983561,89,65,20,24,51,63,63,4
6836068,39,64,17,79,91,11,51,4
8486383,74,64,16,63,78,57,63,4
9771570,48,51,89,79,74,82,58,4
5910582,13,33,41,4,39,28,25,2
7563355,80,43,4,84,36,83,57,4
9715277,31,32,21,11,49,48,31,2
7084270,32,44,41,47,81,11,42,2
7769059,55,48,17,34,31,27,42,2
8612061,40,57,86,36,78,71,54,4
9674713,55,81,86,49,95,54,65,5
5676881,42,30,1,85,82,55,44,2
8888514,59,78,49,55,90,98,70,5
9987773,56,60,68,59,19,19,51,4
5795982,62,55,8,10,38,59,51,4
6368938,30,38,10,20,19,64,32,2
7741316,52,72,7,21,22,80,50,4
9199164,98,39,79,98,38,10,67,5
6001385,38,46,12,64,9,14,35,2
6671124,90,54,70,39,52,94,65,5
7616067,65,40,87,79,31,28,51,4
8872016,55,51,7,71,36,44,47,3
5196714,22,40,88,10,77,92,43,2
8057979,54,63,22,81,53,40,57,4
8192480,51,38,59,89,77,41,49,3
5472181,42,39,2,28,25,80,37,2
8217823,46,58,56,81,37,24,50,4
8467142,48,40,19,20,8,66,40,2
6065043,68,21,66,87,71,56,50,4
6249311,59,60,31,66,35,25,52,4
8063457,72,52,82,44,74,38,61,4
8116142,17,62,42,53,26,48,39,2
5859151,61,29,32,51,86,20,48,3
6583709,74,23,36,70,82,12,50,4
7960595,39,57,55,94,15,8,42,2
8064406,64,56,29,62,15,79,57,4
6365031,36,44,16,1,61,48,35,2
7865035,11,30,17,21,0,48,19,1
8936017,16,66,92,84,69,26,49,3
6795546,79,49,71,70,41,91,65,5
8198075,51,46,99,9,82,0,47,3
8765648,93,63,20,39,96,33,66,5
6181464,52,45,40,35,16,61,41,2
6877892,70,79,68,3,44,13,61,4
9700000,40,60,25,22,26,51,40,2
5286644,95,31,35,20,38,95,58,4
5501636,18,48,79,46,23,72,42,2
5977922,42,62,69,83,1,75,52,4
6088404,49,52,29,82,26,13,47,3
7337538,6,54,17,91,79,78,41,2
7946294,65,52,97,18,10,70,55,4
5444237,44,38,39,31,91,72,46,3
8097182,58,63,55,24,60,66,56,4
8697846,59,38,87,20,88,76,57,4
7673150,63,58,19,22,22,64,52,4
8955383,45,36,36,32,50,62,42,2
9271220,67,31,72,90,73,80,54,4
5065785,78,38,95,37,5,95,57,4
9448537,46,54,21,80,44,3,50,4
9527578,47,48,59,58,83,14,47,3
6712387,37,54,22,29,42,23,41,2
8722510,36,48,33,89,47,36,47,3
9409735,44,36,37,19,42,2,35,2
9812701,49,41,2,28,13,95,39,2
7575837,54,63,23,26,60,95,56,4
9364996,62,77,21,89,28,30,60,4
9366384,46,48,85,32,59,23,47,3
6386580,49,75,29,28,30,42,56,4
7597562,70,36,74,18,1,81,47,3
8782710,58,61,89,17,1,92,55,4
9497204,40,62,80,93,61,60,56,4
6374260,62,62,90,54,74,87,67,5
7203082,53,57,9,4,84,84,50,4
7756157,22,36,89,63,94,36,39,2
9570473,68,50,19,89,50,35,55,4
6624126,53,50,41,59,54,51,54,4
7136667,55,45,23,95,36,22,46,3
7273739,40,43,2,26,40,67,40,2
8161568,80,74,48,64,61,14,64,4
7426434,67,37,19,97,39,60,53,4
7970707,45,61,24,30,46,85,52,4
8642779,59,53,27,49,52,44,51,4
9388519,7,45,56,30,57,58,35,2
8123080,46,72,57,87,41,42,58,4
8888124,46,46,55,33,33,50,44,2
9007639,32,46,71,10,93,77,44,2
5752637,38,67,99,31,84,0,51,4
6609038,30,53,96,42,79,74,52,4
8461038,37,58,77,94,59,45,52,4
5317173,36,38,76,97,61,33,48,3
6527845,41,60,73,33,43,25,47,3
6647648,35,57,47,0,78,4,40,2
8264159,71,53,5,48,86,1,52,4
5801541,41,63,56,44,14,82,53,4
6815832,88,35,70,37,63,82,62,4
8331416,74,57,0,66,3,21,51,4
9308412,63,64,55,71,60,65,64,4
7602756,97,39,91,17,64,8,60,4
7822037,44,64,31,58,53,88,53,4
9842637,28,39,37,88,64,84,44,2
5659740,77,57,14,64,85,37,58,4
6004092,65,31,1,84,72,86,56,4
6636529,71,50,85,70,64,37,61,4
8078167,69,50,59,77,75,20,54,4
5684944,18,53,30,30,58,19,36,2
6001868,72,37,94,95,1,20,53,4
6870058,57,30,41,80,22,20,40,2
8797028,92,61,34,92,41,95,74,5
6670742,55,64,39,80,32,57,58,4
8424906,82,38,22,42,30,42,50,4
8442661,40,41,44,46,72,74,49,3
9470036,66,32,59,19,14,21,42,2
6434413,48,33,61,56,63,11,41,2
8352442,61,37,58,4,71,52,49,3
9400155,58,69,42,58,2,10,51,4
5564229,36,44,71,50,10,7,40,2
7661524,43,56,50,14,48,15,45,3
8649621,30,67,36,88,24,71,52,4
5460055,71,54,60,59,76,39,59,4
5652171,10,71,0,91,24,3,33,2
7893535,32,54,57,54,41,24,43,2
9156543,51,53,38,27,62,28,49,3
5759703,43,60,73,22,70,43,51,4
6751361,53,49,19,40,29,23,41,2
7141763,34,36,21,45,32,26,30,2
8765889,54,58,36,31,90,31,51,4
5110449,71,61,53,55,91,66,67,5
7224940,21,51,8,25,33,95,36,2
7759151,37,81,22,9,17,43,47,3
8906089,53,66,91,84,41,52,67,5
8137927,6,66,36,22,36,50,37,2
9214007,46,34,9,80,32,10,37,2
9940372,79,58,65,93,6,4,59,4
5783229,41,47,70,62,18,30,40,2
6072196,54,52,70,0,94,11,52,4
7905216,82,67,13,45,4,47,59,4
8279266,86,48,5,18,52,17,52,4
5889359,31,37,31,18,34,25,32,2
6402001,47,35,52,9,76,19,38,2
6470747,67,33,52,93,75,73,55,4
7734260,57,39,52,51,67,55,50,4
5321036,56,54,50,44,49,89,53,4
5760948,20,28,36,96,23,37,33,2
7327238,58,52,50,59,13,79,53,4
6292820,21,36,83,0,73,62,40,2
6669322,58,66,47,20,46,11,49,3
8095887,61,56,73,62,30,68,59,4
8839900,67,54,93,37,45,91,60,4
5911732,64,67,12,41,31,60,55,4
7865132,40,65,35,49,21,74,51,4
8362722,55,52,46,0,58,77,47,3
8917026,61,37,61,0,98,65,51,4
5657945,48,43,52,87,64,3,47,3
8999975,7,54,61,4,29,98,36,2
9721128,45,54,98,30,10,22,44,2
5307621,27,50,86,62,69,3,40,2
5666594,58,55,92,11,65,79,55,4
6336127,41,30,64,47,22,14,37,2
5607178,23,46,52,50,72,17,38,2
6525010,76,44,96,62,63,32,59,4
8547649,84,38,59,44,25,57,57,4
9893328,59,40,99,58,3,15,47,3
5863848,93,49,84,22,98,84,72,5
6351248,68,44,95,37,8,88,58,4
7621133,41,50,18,88,71,23,47,3
7901540,18,56,47,69,69,82,45,3
6587609,61,57,53,6,27,82,54,4
7765526,15,43,52,33,8,4,26,2
8574159,49,83,7,0,77,83,58,4
9350357,43,41,48,20,22,70,41,2
7210954,48,63,38,35,28,82,52,4
8044304,57,39,37,40,56,3,41,2
9129601,39,70,90,8,73,99,60,4
7603143,88,37,5,95,62,93,59,4
8739008,42,38,97,10,94,8,44,2
9032930,38,44,22,93,55,8,40,2
9728999,67,55,90,78,75,56,64,4
5764279,22,48,93,46,60,16,43,2
7434610,49,38,35,30,96,36,43,2
8659009,17,71,16,89,61,77,52,4
5706718,35,61,91,56,63,24,50,4
6511416,89,55,46,56,33,14,59,4
7221255,14,51,90,9,5,45,33,2
5111269,20,46,15,22,96,1,32,2
7202505,53,39,9,95,15,92,49,3
8826277,6,64,8,5,83,63,33,2
7126457,7,66,40,12,55,64,41,2
8824977,48,53,27,69,53,51,48,3
9090901,75,53,46,22,13,87,57,4
5853916,45,54,18,0,8,47,39,2
6688039,51,62,45,50,70,40,51,4
9530050,83,28,18,77,59,67,54,4
5112599,43,47,41,40,9,49,42,2
6700805,62,49,65,88,93,99,62,4
7090404,67,52,1,18,13,85,49,3
7743949,21,59,58,22,2,74,40,2
6273032,74,44,78,14,40,51,49,3
7003356,64,67,36,31,40,48,58,4
7080937,36,65,12,76,55,0,47,3
7790243,59,56,22,29,42,54,49,3
5317859,57,45,78,4,10,25,42,2
7573320,46,31,93,14,8,84,42,2
9073969,13,62,18,77,87,64,43,2
9225142,65,69,23,89,43,32,60,4
6773096,52,42,9,10,45,85,44,2
6887986,76,55,22,27,15,54,52,4
7498299,53,48,94,92,81,59,62,4
8656172,67,38,0,61,84,17,47,3
5730329,81,37,95,76,49,27,61,4
6752573,60,59,55,70,77,62,61,4
8123322,50,53,27,85,11,73,45,3
5880171,69,55,36,51,89,70,62,4
7024568,18,67,39,21,14,30,36,2
9518029,54,42,78,46,89,46,55,4
6454757,42,30,75,88,88,46,49,3
6500516,4,63,56,82,28,77,42,2
9981603,34,35,25,73,51,82,40,2
5115383,74,58,7,37,19,46,53,4
5251076,45,48,26,14,56,52,40,2
