enrolment_id,total_interaction_percent,total_attendance_percent,survey_rating_percent,satisfaction_rate_percent,is_satisfied
6563673,83,34,72,61,1
7217091,31,41,79,62,1
5728074,47,46,81,74,1
6416158,47,45,78,60,1
6864442,63,55,63,59,1
8439522,64,46,89,57,1
5562403,41,68,93,72,1
6439315,6,49,62,49,0
6669498,49,47,82,70,1
9565586,49,51,70,46,0
6510585,62,50,91,51,1
7221464,42,58,87,53,1
8234496,11,52,99,61,1
9004517,55,46,43,55,1
5731092,21,52,97,68,1
7582344,78,73,64,54,1
9172798,56,34,99,73,1
6038844,71,67,73,55,1
6452572,47,34,70,58,1
8076114,22,56,67,57,1
6458046,28,53,97,70,1
9380312,63,24,48,48,0
9925294,56,63,88,56,1
7140818,69,35,79,47,0
8981132,74,41,61,57,1
9432098,68,47,84,74,1
6943330,50,53,100,82,1
8643579,48,56,77,64,1
9405804,64,56,72,64,1
5712897,95,61,87,61,1
8041995,56,46,78,74,1
9933428,70,42,58,49,0
5657229,28,43,56,43,0
6463155,52,44,57,49,0
7481767,44,45,61,57,1
5193428,28,37,100,68,1
7901592,40,61,51,44,0
8000396,66,34,76,72,1
9784869,48,53,65,55,1
6032433,43,61,96,65,1
6918487,21,48,82,58,1
7273266,23,41,68,54,1
8090539,40,71,91,72,1
6417219,48,50,83,77,1
9370743,27,33,72,41,0
9784050,74,22,76,60,1
5013841,69,77,50,56,1
5243130,43,57,76,48,0
8003913,52,50,73,62,1
5263995,60,38,71,64,1
5741879,39,52,86,50,1
8126987,17,62,88,70,1
9764883,13,57,71,44,0
5649451,78,29,67,38,0
6444720,83,33,64,63,1
7068210,54,42,80,60,1
8985492,32,71,54,34,0
5546147,39,52,89,61,1
7004070,59,45,81,53,1
7235932,53,45,74,58,1
8465556,10,36,58,58,1
7205988,49,63,45,57,1
9504489,61,45,83,61,1
9953488,75,33,47,53,1
5297435,43,34,77,59,1
6885883,96,38,93,69,1
9102365,30,69,55,53,1
5135765,90,49,92,58,1
7868494,90,27,82,63,1
7917660,81,52,48,43,0
7926082,65,48,85,74,1
5882572,28,63,98,52,1
8445332,27,60,62,54,1
9606136,38,61,93,60,1
5020531,62,46,39,43,0
5280492,84,50,81,72,1
5300640,32,58,87,75,1
5520122,33,45,99,66,1
5993212,58,42,86,78,1
6094480,63,28,94,74,1
8785321,31,49,39,33,0
9108127,37,71,86,79,1
7241192,67,42,57,47,0
8833791,31,65,63,51,1
9297566,47,55,85,54,1
9964065,48,59,100,66,1
8297301,58,61,68,62,1
8465991,32,44,94,58,1
9869218,60,35,74,53,1
5845568,68,29,79,50,1
8554712,15,35,95,75,1
8965725,36,34,68,60,1
9271568,33,61,67,59,1
6026050,73,47,84,74,1
8897615,41,38,71,61,1
9870817,85,67,70,46,0
6464251,51,30,58,59,1
7970393,57,55,53,46,0
9510692,23,60,72,52,1
6420237,86,65,81,52,1
6694527,68,66,85,53,1
7221719,53,44,76,46,0
6463186,56,41,60,64,1
6594500,50,49,65,53,1
9578772,67,47,71,57,1
9855135,30,70,94,63,1
6694727,69,53,44,28,0
7648478,48,36,62,43,0
9234913,44,30,80,64,1
9594968,25,35,94,66,1
6012150,31,54,92,58,1
7488968,81,49,77,65,1
7771744,49,47,78,79,1
9415289,14,60,40,36,0
6234325,60,68,49,51,1
6317068,40,53,81,71,1
6387375,40,55,48,50,1
7870883,61,32,65,53,1
5043806,19,39,79,65,1
8412292,67,53,60,58,1
9796954,76,43,77,52,1
6445214,65,29,99,71,1
7393028,46,49,80,57,1
7418596,32,44,97,67,1
8382624,62,49,43,47,0
5748952,41,72,95,63,1
7695113,49,32,71,45,0
8345679,68,34,96,59,1
8476909,68,59,56,59,1
7839768,5,50,95,69,1
7994388,72,42,83,47,0
9839617,46,48,66,58,1
6737800,62,62,78,54,1
7196469,46,49,95,66,1
8890065,32,43,75,45,0
9383025,24,35,87,63,1
7696371,68,84,83,59,1
8705956,32,37,70,60,1
9589496,59,40,82,57,1
5124807,58,60,87,58,1
5800011,69,65,91,63,1
7873542,22,56,73,73,1
5361311,45,40,64,48,0
7509075,32,71,61,43,0
8906841,58,50,93,79,1
9865056,32,32,75,59,1
5057565,29,61,97,82,1
7526342,44,68,85,44,0
8692491,13,47,51,49,0
6057631,47,46,89,73,1
6391433,46,57,89,77,1
6630807,57,39,72,54,1
9037396,16,39,47,53,1
6524377,45,39,89,80,1
6839222,47,57,83,51,1
9169829,59,45,71,62,1
6204309,54,61,97,67,1
6590937,2,49,92,70,1
7465183,49,44,63,43,0
9339720,86,59,69,42,0
6031749,25,54,46,49,0
6683233,46,47,80,74,1
8737951,41,48,82,62,1
9481266,29,57,39,37,0
5663826,44,35,57,59,1
8154244,53,47,74,46,0
9632063,10,38,88,52,1
5205638,51,54,91,57,1
5622776,53,62,84,69,1
7649435,24,49,49,48,0
8989582,68,46,31,25,0
5646691,79,32,96,76,1
5990766,70,29,95,59,1
7133892,35,69,94,82,1
8419533,77,34,68,57,1
5246235,92,51,47,51,1
5294156,56,53,42,52,1
6352317,41,50,57,43,0
8603917,38,56,66,55,1
5770435,75,54,59,53,1
5777686,41,37,61,56,1
9360767,30,58,63,57,1
7133762,60,76,66,56,1
7669993,77,50,60,46,0
7830502,58,43,69,51,1
8697069,76,42,66,49,0
5710503,49,39,97,69,1
5845914,83,62,61,59,1
7193098,56,46,48,54,1
7887281,57,71,99,66,1
5901053,64,55,90,78,1
6598445,25,59,57,48,0
6752188,30,67,86,67,1
5197941,50,35,52,56,1
5704632,68,57,51,53,1
5796955,48,65,78,71,1
8746761,33,61,93,73,1
5413129,28,69,85,60,1
8886472,42,40,77,63,1
9149128,71,36,95,55,1
5791428,70,67,95,67,1
9387533,22,38,80,56,1
9863894,64,38,86,65,1
5539394,54,52,95,59,1
5824985,57,35,64,45,0
6132270,49,80,64,56,1
7043455,86,57,97,67,1
7045503,45,47,62,52,1
9065367,55,30,82,65,1
9478726,39,53,70,38,0
5777557,45,40,94,68,1
6369684,28,55,84,71,1
7452826,45,64,77,63,1
9368552,48,72,88,76,1
5582257,44,26,92,77,1
7275774,24,52,62,57,1
9763833,26,35,91,78,1
5145724,32,41,77,43,0
5689781,77,58,66,44,0
6458626,63,63,93,64,1
5412073,54,31,41,53,1
8531204,57,39,38,35,0
9082701,47,41,70,64,1
7401508,60,56,45,39,0
9280905,58,36,85,77,1
9479836,61,69,80,62,1
8058474,57,44,89,53,1
8809591,48,55,75,65,1
8870424,73,52,53,62,1
9350079,51,35,96,77,1
6847099,55,66,66,56,1
8227398,76,71,92,76,1
8913924,80,24,92,68,1
6647771,57,48,88,62,1
7891694,33,39,60,49,0
8389439,75,63,43,34,0
8416483,22,42,87,72,1
7039831,29,45,63,48,0
8047398,46,16,92,38,0
8222065,34,53,92,64,1
9646403,17,56,80,68,1
5371146,49,62,80,60,1
6517545,37,48,80,64,1
7564552,50,26,50,42,0
7828573,27,67,66,58,1
7192010,26,31,82,51,1
8631679,53,66,27,35,0
8702060,21,42,74,57,1
5157856,39,61,58,49,0
5278435,24,52,67,63,1
5697008,62,42,93,67,1
6838053,40,54,52,44,0
6028146,81,60,96,60,1
6056234,50,39,52,45,0
6263187,52,39,98,66,1
6647069,47,49,69,52,1
6945841,35,47,51,61,1
7757988,64,67,92,55,1
5406240,96,46,75,68,1
7058637,66,41,83,59,1
8341138,27,67,91,74,1
6649713,45,67,90,72,1
8090008,45,37,79,64,1
8478557,54,36,81,63,1
9709091,81,55,66,51,1
6142086,60,57,83,57,1
6734437,43,56,44,31,0
7090567,47,53,89,57,1
8435171,32,50,63,46,0
6709073,80,39,90,75,1
7181341,79,84,43,35,0
7306832,49,33,83,63,1
5143801,47,62,72,61,1
5933218,1,61,72,60,1
7282181,83,37,58,62,1
5380755,52,37,78,55,1
8284293,8,65,60,48,0
8475191,53,49,80,62,1
6506259,48,63,51,46,0
7355898,72,57,94,66,1
8117881,72,60,84,62,1
8335966,57,85,48,36,0
7564054,73,53,67,53,1
8762019,40,45,62,51,1
9282901,32,49,78,58,1
5395571,89,47,96,82,1
8231705,72,73,56,59,1
9072752,15,42,95,63,1
9796370,27,49,82,64,1
7005963,34,56,80,68,1
8542170,5,35,98,82,1
9445943,16,54,46,54,1
9753154,46,61,68,54,1
6627117,86,22,78,47,0
7195878,55,66,59,58,1
8586765,66,30,58,52,1
9249068,92,85,49,45,0
6747520,51,70,71,54,1
7369051,50,40,83,51,1
8430057,42,43,97,56,1
7555320,61,59,71,70,1
7650552,50,48,77,71,1
7926825,39,55,81,72,1
8935403,28,29,94,78,1
5406381,77,32,70,48,0
5685481,39,77,52,66,1
8201972,21,77,80,57,1
5105706,47,52,93,79,1
7542355,70,41,79,75,1
7622392,18,54,93,63,1
8854216,43,50,95,67,1
6178006,28,35,63,47,0
8170384,33,36,67,56,1
8776182,50,65,91,85,1
7227456,26,50,76,57,1
8110056,68,19,56,44,0
9257412,12,60,96,56,1
9547458,45,71,68,62,1
5166662,16,50,95,53,1
8648552,16,22,54,36,0
8731118,82,26,91,57,1
9026169,60,45,95,68,1
5088270,78,66,65,54,1
6336508,86,27,77,47,0
7078084,38,57,69,52,1
5089462,35,60,69,68,1
5259803,37,33,88,72,1
5584017,53,60,86,68,1
7555348,41,46,37,31,0
5694481,58,83,77,49,0
6985556,52,42,73,63,1
7561849,38,43,60,48,0
5080870,43,49,96,50,1
5170646,10,47,96,74,1
6092250,58,27,31,39,0
9986316,35,51,93,75,1
7429381,18,43,60,55,1
7675583,13,62,73,57,1
9247183,45,60,73,61,1
9688694,61,52,57,44,0
5737618,40,78,99,71,1
6451580,81,73,57,59,1
8681854,18,57,76,48,0
5130344,81,75,85,65,1
5845354,15,33,66,54,1
5898614,39,62,72,56,1
5483743,44,29,65,52,1
5828649,76,19,77,53,1
6206256,95,48,38,43,0
9473073,87,66,34,40,0
6815912,59,64,78,48,0
7908704,68,71,64,53,1
8389443,59,53,49,47,0
9558454,50,71,99,71,1
6396969,93,75,79,43,0
7652525,56,34,94,57,1
8366976,48,30,65,69,1
9691570,24,65,69,65,1
5127689,65,31,93,75,1
6690908,36,51,49,29,0
9097390,41,51,66,52,1
7422506,33,43,65,57,1
7431241,73,61,68,50,1
7619129,19,58,98,68,1
5738289,28,56,98,70,1
6168243,54,79,96,76,1
7851291,78,27,84,51,1
9329242,16,38,74,56,1
6525789,28,53,88,56,1
6735013,51,38,93,67,1
7139533,56,43,65,69,1
9735257,19,35,91,84,1
5878817,95,59,81,77,1
7259086,69,29,68,68,1
9073642,59,56,77,73,1
9631344,36,55,71,61,1
5373789,70,60,94,62,1
6502419,42,42,75,64,1
7956110,39,63,91,51,1
8757450,81,55,74,60,1
5662327,16,70,67,51,1
6374550,56,46,99,85,1
6401931,54,65,77,55,1
7625746,19,58,55,48,0
5822970,71,41,59,63,1
6513774,48,38,61,55,1
8790911,43,52,78,62,1
9482210,24,47,87,53,1
6602195,23,29,61,43,0
6627787,94,51,54,45,0
9896315,66,46,42,28,0
5012795,47,35,66,52,1
5637243,28,46,88,72,1
6891112,31,72,96,68,1
6916809,43,71,89,73,1
7106444,36,48,99,75,1
8915916,42,54,67,63,1
9502051,47,53,95,59,1
7481222,68,38,65,41,0
7648443,43,52,38,44,0
8427938,90,23,65,59,1
8732809,42,56,86,59,1
6745562,38,21,80,72,1
7702861,75,58,61,46,0
8722956,51,38,66,63,1
7025454,24,62,89,59,1
7774473,71,47,85,68,1
9806618,62,61,87,52,1
6644455,42,64,80,68,1
8421836,18,47,91,78,1
8837766,23,71,72,61,1
7027121,62,41,99,71,1
7162190,64,69,68,60,1
8458275,51,31,31,33,0
5124756,56,61,76,57,1
5975016,81,73,45,50,1
8690412,50,49,65,69,1
9337187,33,54,83,58,1
5106578,61,34,79,54,1
7865734,33,58,65,59,1
8183750,64,33,88,60,1
9601184,73,77,74,70,1
5166133,72,41,98,69,1
5893914,60,37,86,76,1
8474787,67,37,75,53,1
9626291,60,42,97,75,1
6193462,67,81,74,56,1
7298432,54,50,87,63,1
7679322,49,56,96,80,1
8861430,33,47,48,46,0
5139597,3,54,83,53,1
6873843,50,72,77,56,1
7176432,70,65,98,72,1
8575905,66,62,97,72,1
6821392,81,52,100,70,1
7989796,49,54,95,67,1
9735272,29,41,82,60,1
5926161,16,48,76,61,1
7965349,77,73,81,69,1
8633791,32,49,54,30,0
5173837,81,57,75,57,1
5679734,57,53,66,42,0
9280951,67,57,92,64,1
5877270,68,54,88,65,1
6136624,45,47,86,68,1
7525023,14,55,87,53,1
9663197,48,35,89,49,0
6763046,42,44,63,49,0
9321815,26,52,82,58,1
9562982,79,38,84,68,1
5176631,57,67,88,56,1
5901650,27,51,83,71,1
6976994,53,59,85,57,1
9737190,49,54,63,49,0
6194116,42,49,70,70,1
6948146,51,62,72,71,1
7566700,50,53,64,46,0
8614617,38,58,50,43,0
6725954,42,34,76,54,1
8259975,44,48,87,71,1
8817421,42,55,68,66,1
9306504,55,66,100,80,1
7089504,20,69,100,60,1
7782647,49,40,53,55,1
8134570,73,58,85,45,0
5081182,37,68,67,49,0
5232238,75,48,42,36,0
8831847,93,60,95,53,1
5062572,66,41,69,57,1
7391195,38,58,92,60,1
7916544,45,41,77,55,1
5290393,46,63,98,52,1
5969093,58,53,62,67,1
7344491,39,49,83,71,1
9271887,55,41,69,47,0
6988809,53,33,73,48,0
9064662,48,55,57,47,0
9813393,41,58,60,40,0
5433829,26,42,94,46,0
6301938,25,62,58,54,1
7919612,47,64,53,36,0
5665031,22,57,67,48,0
6420768,16,50,72,54,1
7830855,48,40,65,61,1
5681318,39,52,71,62,1
7294031,50,37,78,60,1
9093768,72,38,54,51,1
9555570,35,37,69,57,1
5789930,12,48,66,46,0
7039284,56,58,81,51,1
7584350,15,55,79,48,0
8007302,81,69,95,66,1
5131382,62,44,94,54,1
7739516,34,53,54,68,1
9576435,30,52,91,63,1
7090856,85,58,79,53,1
9045190,21,46,80,66,1
9362293,56,52,100,60,1
5931020,45,76,86,63,1
7884045,21,57,97,65,1
8539139,38,52,97,83,1
9985699,49,48,75,71,1
5524373,36,46,83,57,1
7500153,46,49,61,56,1
9737674,72,48,76,58,1
5288392,27,68,85,69,1
6228228,41,51,92,66,1
7161043,59,33,93,73,1
6324144,73,51,92,52,1
6348540,45,51,71,55,1
7792806,77,38,82,78,1
8969570,48,45,73,41,0
6000824,68,55,78,56,1
7766422,63,40,54,50,1
7835488,88,40,93,56,1
8114967,32,54,51,38,0
5268515,69,56,93,62,1
5474839,78,67,100,65,1
6368777,29,48,92,64,1
6639581,23,47,98,71,1
5238795,12,34,40,46,0
5818125,20,70,69,54,1
6928988,47,51,89,65,1
8293197,87,70,58,33,0
5474593,45,41,66,51,1
7315680,49,47,58,46,0
7661227,72,53,92,50,1
9774164,48,36,80,68,1
5790234,63,38,70,50,1
5848479,16,70,64,53,1
6753331,56,70,73,49,0
9832594,68,47,67,41,0
5853777,60,40,50,55,1
7004980,44,48,42,36,0
9474581,88,55,67,70,1
5317869,59,49,96,66,1
7492096,81,56,87,55,1
9225926,40,48,57,43,0
9978049,39,49,66,58,1
5150950,30,47,94,67,1
5516487,71,59,100,64,1
8210901,27,53,65,47,0
9787041,47,64,96,73,1
5126068,8,48,92,50,1
6218359,51,63,75,73,1
6570910,70,61,65,43,0
7571994,35,65,93,68,1
5009323,94,73,88,63,1
8363318,24,47,65,54,1
8867936,71,70,60,55,1
6246249,44,30,97,64,1
7667293,81,54,88,66,1
9780701,58,28,60,54,1
9846644,54,52,71,57,1
6135360,32,57,96,73,1
7766863,39,42,94,54,1
8792453,63,62,55,47,0
9997563,48,58,51,45,0
5453795,47,59,89,68,1
8040389,73,72,94,48,0
9419699,50,46,94,66,1
5074953,35,71,95,69,1
5299051,39,41,75,51,1
6564106,51,57,76,65,1
6380087,38,30,66,53,1
8576298,57,40,86,66,1
9266439,32,45,56,52,1
5321454,57,44,45,30,0
5894086,47,36,78,62,1
6251065,57,57,85,76,1
8870621,30,74,90,60,1
5902176,58,69,72,43,0
9106486,67,73,98,60,1
9929809,16,60,35,33,0
5583297,80,36,70,65,1
6453226,15,60,60,54,1
7991166,48,43,53,51,1
8009288,21,46,98,70,1
6184091,30,80,90,70,1
6873918,74,63,94,68,1
9797896,8,61,67,46,0
7193072,41,52,90,63,1
7354909,55,53,74,77,1
7691731,14,66,48,52,1
6404370,51,53,71,47,0
7188778,38,42,48,56,1
7791234,40,57,71,59,1
5226361,10,65,77,56,1
5593939,66,42,78,68,1
7148980,8,37,90,62,1
8151538,81,61,87,63,1
5050514,81,66,39,51,1
5565879,89,44,78,48,0
6728087,59,50,45,53,1
5079801,54,61,77,59,1
5418931,77,42,56,33,0
8710029,21,48,87,44,0
5788190,35,69,59,53,1
6133243,65,66,60,48,0
7710418,18,54,50,48,0
5059634,45,45,89,59,1
9190584,42,23,85,74,1
9595780,90,44,93,61,1
9612148,61,43,66,60,1
5128380,71,64,97,83,1
5277228,43,49,56,35,0
8045434,30,46,95,66,1
8890379,48,60,75,57,1
7479063,89,44,89,53,1
7762532,69,62,68,33,0
8630092,76,47,93,50,1
8723723,60,63,91,58,1
6577931,76,73,87,63,1
7153660,62,17,69,65,1
8501094,71,30,56,55,1
5345443,50,32,60,56,1
6694235,48,51,87,64,1
6848697,97,58,93,63,1
6209996,54,60,86,60,1
8275610,43,45,86,74,1
9135874,51,73,57,48,0
8521495,78,39,92,65,1
9344615,40,58,85,64,1
9467632,47,58,90,54,1
6238673,66,51,69,48,0
6336040,53,59,91,72,1
6687663,19,50,59,46,0
9470020,57,50,57,36,0
6365239,42,45,90,86,1
8163419,62,59,60,47,0
8350553,69,31,96,64,1
8652812,56,48,83,51,1
6112620,64,72,81,78,1
7557956,75,55,65,45,0
9144030,33,59,64,68,1
8239558,36,22,79,57,1
8370398,70,36,96,74,1
8667965,66,56,96,54,1
9811348,58,20,38,40,0
5124323,78,74,82,58,1
5132356,63,20,56,57,1
6430965,58,14,92,56,1
5190457,46,34,93,67,1
5492439,26,35,71,55,1
5622146,59,58,83,53,1
5651746,54,28,98,52,1
5313811,52,65,54,59,1
6571583,27,43,78,49,0
7070731,19,60,58,53,1
8439954,50,46,59,66,1
5071090,64,67,68,62,1
5569652,47,64,88,69,1
6850035,42,49,98,70,1
9711453,53,47,90,72,1
5972436,63,32,72,54,1
6842928,29,50,51,55,1
7252339,44,86,63,43,0
9497463,37,35,79,59,1
8489703,79,71,88,72,1
8627776,59,47,91,74,1
9467733,58,46,74,48,0
5383690,38,53,97,75,1
7397257,74,37,79,57,1
9314073,44,43,100,67,1
9738407,50,47,76,42,0
7480564,34,62,92,82,1
9536596,42,73,94,66,1
9932538,63,67,83,57,1
5818501,55,48,85,53,1
6604183,53,56,75,63,1
9484518,41,31,81,61,1
5952101,76,58,73,52,1
8183445,58,60,94,72,1
8779971,30,29,91,68,1
5378373,68,59,70,51,1
6999151,33,53,87,60,1
9567299,42,32,48,44,0
5228601,46,54,82,52,1
6158884,49,33,86,56,1
6477278,46,52,41,47,0
7678660,63,50,95,75,1
6056017,34,36,62,52,1
8149172,73,79,95,69,1
9036955,41,52,45,43,0
9159371,52,62,64,42,0
5279635,61,57,87,65,1
5634695,21,57,72,66,1
7716934,37,71,85,59,1
5562748,28,24,65,68,1
8605866,47,29,81,54,1
9391829,51,48,72,44,0
5755267,23,39,49,41,0
6051366,15,59,91,61,1
7910714,76,39,96,65,1
9033358,20,32,100,64,1
6976828,58,46,82,60,1
8618022,33,46,87,59,1
8820854,58,39,80,52,1
9610995,38,45,92,58,1
5040415,51,61,71,52,1
5393145,60,48,69,61,1
6169067,49,30,89,66,1
9132154,44,58,78,74,1
5802840,51,32,63,58,1
6358363,67,55,94,56,1
7361495,67,65,62,38,0
9848312,56,68,95,65,1
6054279,81,38,89,65,1
8125817,23,61,60,46,0
8639595,40,39,51,53,1
9803389,48,40,47,37,0
5160383,11,36,70,53,1
9027389,37,64,54,59,1
9517137,37,62,65,53,1
9592880,29,66,68,63,1
5977933,55,44,54,54,1
8557607,47,50,47,43,0
9591467,55,46,87,56,1
8589983,56,60,63,55,1
9268510,65,60,57,40,0
9871257,56,55,81,65,1
5755280,59,70,100,64,1
8446658,29,37,91,55,1
8466179,74,49,35,39,0
8083580,72,38,58,46,0
9796871,49,57,100,65,1
9992549,22,54,84,71,1
5277956,36,59,93,67,1
8442377,54,56,97,73,1
9069043,56,37,99,73,1
7390264,45,33,94,59,1
8248684,43,58,85,69,1
8271494,58,52,85,49,0
9795727,64,40,35,45,0
5476315,25,62,81,61,1
6141225,60,53,51,55,1
8148494,51,53,33,26,0
6241771,40,50,71,59,1
7412453,56,48,51,51,1
7869565,52,38,51,39,0
8422082,37,49,61,49,0
7459496,61,63,65,51,1
8133441,25,59,65,45,0
8448570,45,34,46,48,0
9333061,40,53,71,55,1
5629444,42,56,84,52,1
9159282,90,35,69,57,1
9418415,35,52,81,71,1
6158128,60,54,87,71,1
7409155,57,57,81,68,1
7519899,78,58,70,48,0
6135100,57,50,66,54,1
7064411,40,71,45,40,0
7440286,72,45,83,65,1
6169429,82,68,97,70,1
6733489,62,68,55,40,0
6756060,56,38,83,37,0
5331852,30,59,75,69,1
7204975,11,48,19,17,0
7742915,73,27,94,64,1
8669074,71,58,53,42,0
5598874,46,42,97,77,1
7585400,73,34,83,44,0
9240215,53,44,41,49,0
5224790,75,61,90,62,1
8489595,22,51,93,68,1
9359594,73,64,82,69,1
5380317,51,41,75,62,1
5521372,46,61,96,58,1
8101350,20,22,81,64,1
5672411,57,32,100,64,1
7015465,34,60,65,66,1
9762217,51,72,72,68,1
5124067,37,37,97,75,1
7191600,47,55,75,68,1
8151694,39,28,94,49,0
8515315,57,31,92,74,1
5430900,73,43,91,63,1
7758076,51,60,39,37,0
9963794,17,67,90,78,1
5075670,51,54,97,77,1
7316413,32,31,89,64,1
7428030,47,78,99,70,1
8659941,57,36,96,77,1
5836915,82,55,78,68,1
5947181,50,47,80,66,1
8658691,43,42,97,75,1
9140996,85,43,72,60,1
6642396,55,26,93,57,1
8594265,22,35,72,49,0
9345190,54,43,77,59,1
9979451,81,58,67,47,0
6384531,49,38,83,67,1
6694628,50,49,92,64,1
9923124,17,44,38,38,0
5182297,69,55,86,63,1
6171367,45,57,45,55,1
9585905,80,72,66,62,1
5190076,93,36,100,86,1
5894345,38,73,93,75,1
7411930,61,55,67,53,1
9947537,85,37,79,51,1
6581893,39,53,66,57,1
6725717,92,58,71,59,1
9952458,64,37,93,67,1
7796855,18,32,54,40,0
8427698,76,64,60,56,1
9546946,45,53,92,84,1
8735218,51,55,82,64,1
8836895,92,38,65,51,1
9396304,32,56,88,58,1
5553033,57,50,87,77,1
7766857,38,47,92,51,1
7905090,41,56,80,62,1
8458166,62,50,62,59,1
5021822,55,53,72,45,0
5440798,78,60,68,62,1
9395931,70,52,69,57,1
5848750,30,39,79,59,1
8484211,70,68,77,57,1
9046576,72,34,49,42,0
9583657,73,42,56,52,1
5042884,31,29,91,47,0
5199103,70,55,52,64,1
9476605,55,31,76,79,1
5256697,38,56,72,66,1
8052552,29,39,95,58,1
9410305,58,56,95,67,1
6899749,54,42,88,69,1
7183105,58,49,94,66,1
8381316,51,47,76,51,1
9555273,50,36,93,55,1
5151407,46,53,86,69,1
6426424,39,38,39,32,0
9395877,58,32,83,59,1
6143795,9,38,58,42,0
6993129,34,34,76,68,1
9507144,68,46,70,60,1
5498877,56,35,80,60,1
7189148,54,66,69,49,0
7554691,53,55,69,60,1
9422056,50,42,52,48,0
5516798,77,63,71,50,1
6915481,66,53,74,57,1
8308894,51,61,98,63,1
8443155,44,36,85,74,1
6306453,58,57,87,52,1
6417780,59,49,83,50,1
6908958,56,31,98,65,1
5612685,44,33,55,58,1
8599281,64,36,38,36,0
9421522,54,36,73,52,1
6452641,43,44,95,67,1
7657084,41,69,50,51,1
7742919,23,51,51,58,1
7851220,50,72,95,61,1
6147824,57,58,71,59,1
7651370,68,65,88,60,1
7718991,54,55,52,54,1
9299653,69,35,85,72,1
5853381,55,48,92,51,1
6732912,54,54,63,55,1
8421210,17,52,70,59,1
5606183,53,73,69,41,0
9282622,18,42,61,51,1
9549681,55,69,98,66,1
9841510,16,43,36,35,0
5556221,54,51,41,39,0
5614789,78,42,35,32,0
6877182,44,45,94,62,1
8715362,50,57,85,60,1
5065680,65,65,96,70,1
6432193,65,26,72,64,1
9139449,38,38,95,73,1
6730318,72,48,80,51,1
7919842,59,24,88,47,0
9602855,76,28,74,60,1
5485552,50,54,68,63,1
8483710,3,61,50,44,0
9835932,70,72,59,40,0
6541241,37,48,85,56,1
6760799,56,54,91,53,1
7295030,35,70,47,53,1
8423492,30,42,91,49,0
5665227,16,49,89,65,1
6572483,22,18,100,60,1
6680426,33,67,61,63,1
7891050,35,63,80,64,1
6993392,21,56,96,65,1
8119604,39,63,85,73,1
9353447,81,38,53,48,0
5392788,90,67,99,65,1
5736391,36,42,62,56,1
6315159,83,43,86,68,1
9886873,59,45,69,56,1
5649854,59,47,85,67,1
5760067,15,50,69,46,0
5857575,32,59,94,76,1
7169376,34,49,68,58,1
5495694,36,46,87,67,1
8114446,56,75,96,78,1
8548133,58,44,51,47,0
9122389,86,33,63,62,1
7399912,52,43,93,87,1
7509384,49,51,94,64,1
9188910,9,53,90,66,1
5677065,50,45,77,57,1
7998687,48,49,81,51,1
8169561,42,54,77,55,1
7200711,63,26,48,59,1
8441435,47,34,89,62,1
8532448,70,37,85,51,1
5710398,33,48,40,48,0
5853210,82,18,65,54,1
6167594,68,47,79,71,1
8790761,81,36,37,35,0
6559176,68,68,55,45,0
8615246,48,51,67,53,1
9023722,69,46,50,40,0
5668589,51,52,100,68,1
6417751,56,38,77,58,1
9513022,63,37,88,64,1
9863082,84,70,31,31,0
5526242,33,58,68,49,0
6279330,26,42,73,63,1
7297872,44,50,94,82,1
7537290,51,22,59,64,1
9054956,37,28,91,72,1
9854639,58,55,79,71,1
8656805,54,70,60,50,1
8852403,41,42,80,59,1
9552455,20,49,74,77,1
5941094,58,65,95,63,1
6510628,95,38,79,69,1
7594688,25,42,76,50,1
8164681,36,50,88,74,1
6199954,88,45,94,70,1
6420434,94,55,43,37,0
9837708,52,44,62,46,0
5764876,58,12,71,67,1
6415621,92,54,84,56,1
7947340,83,34,65,46,0
6184397,39,53,91,45,0
7442736,71,57,87,53,1
8170139,64,48,87,66,1
9142288,95,86,76,56,1
5427899,69,52,99,60,1
5887214,84,47,90,71,1
7195818,52,61,41,37,0
7438859,60,62,43,53,1
5582582,42,41,68,66,1
6161085,64,57,74,68,1
7209343,82,62,91,69,1
9947722,74,84,100,66,1
7176004,16,50,53,54,1
8059020,38,41,74,67,1
8662770,57,52,96,65,1
6109883,54,77,67,51,1
7095083,43,49,83,64,1
7816429,100,50,80,72,1
8028576,55,52,73,65,1
5139244,50,39,82,57,1
6289267,57,43,87,70,1
8902403,23,40,60,48,0
8940123,43,58,67,48,0
5407771,62,78,75,59,1
5533068,79,51,51,53,1
6298777,57,41,71,54,1
9089231,49,36,72,74,1
7430293,28,46,75,61,1
7756577,82,36,63,57,1
9444442,53,65,80,59,1
7485263,66,34,62,62,1
9298266,30,45,79,51,1
9705253,33,43,95,55,1
5530924,70,41,93,57,1
6788663,85,48,97,61,1
9185132,66,52,69,46,0
6544131,27,47,91,59,1
7571443,63,44,78,63,1
8424662,72,83,41,41,0
5319789,88,30,83,55,1
5554032,46,31,58,63,1
8072591,35,48,87,52,1
7539654,23,47,87,69,1
8456253,53,45,41,44,0
9195599,17,50,53,46,0
9727835,67,60,74,58,1
5356304,46,47,34,46,0
6338506,5,58,69,46,0
9241977,61,78,88,66,1
6381091,47,64,87,67,1
6842320,78,73,78,50,1
7590623,49,67,97,60,1
8235089,38,48,67,63,1
5939559,54,44,36,42,0
